station_name,station_code,group,left,top,게이트
신용산,429,A,,,"10, 11, 12, 13, 14, 51"
신용산,429,B,,,"1, 2, 3, 4, 5, 6, 50"
신용산,429,C,,,"20, 21, 22, 23, 24, 25, 52"
신용산,429,D,,,"30, 31, 32, 33, 34, 35, 53"
이촌,430,A,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 50"
이촌,430,B,,,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 51"
동작,431,A,,,"1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 50, 51"
총신대입구,432,A,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 50"
총신대입구,432,B,,,"10, 11, 12, 13, 14, 15, 16, 51"
총신대입구,432,C,,,"20, 21, 22, 23, 24, 25, 26, 52"
사당,433,A,,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 50"
사당,433,B,,,"20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 51"
사당,433,C,,,"40, 41, 42, 43, 52"
남태령,434,A,,,"1, 2, 3, 4, 5, 6, 7, 50"
