호선,역코드,역명,게이트그룹,게이트번호,승하차인원,순위,출구그룹,주이용출구번호
3,331,남부터미널,C,38,"1,116,588",594,A,5
3,331,남부터미널,C,39,"173,394",2818,A,5
3,331,남부터미널,C,40,"321,066",2319,A,5
3,331,남부터미널,C,41,"855,127",963,A,5
3,331,남부터미널,C,52,"86,332",3058,A,5
3,332,양재,A,1,"656,293",1355,A,1
3,332,양재,A,2,"928,477",838,A,1
3,332,양재,A,3,"972,959",767,A,1
3,332,양재,A,4,"951,305",805,A,1
3,332,양재,A,5,"949,932",811,A,1
3,332,양재,A,6,"857,972",956,A,1
3,332,양재,A,7,"617,819",1451,A,1
3,332,양재,A,8,"570,953",1577,A,1
3,332,양재,A,9,"899,409",894,A,1
3,332,양재,A,10,"1,201,609",510,A,1
3,332,양재,A,11,"1,385,248",359,A,1
3,332,양재,A,12,"1,341,314",398,A,1
3,332,양재,A,13,"1,293,264",440,A,1
3,332,양재,A,50,"74,785",3102,A,1
3,332,양재,B,20,"1,118,815",590,B,"4, 5"
3,332,양재,B,21,"1,711,215",192,B,"4, 5"
3,332,양재,B,22,"1,747,517",176,B,"4, 5"
3,332,양재,B,23,"1,693,180",197,B,"4, 5"
3,332,양재,B,24,"1,037,634",683,B,"4, 5"
3,332,양재,B,25,"1,023,867",693,B,"4, 5"
3,332,양재,B,26,"1,662,887",213,B,"4, 5"
3,332,양재,B,27,"761,313",1133,B,"4, 5"
3,332,양재,B,28,"1,032,980",685,B,"4, 5"
3,332,양재,B,29,"1,032,032",686,B,"4, 5"
3,332,양재,B,30,"1,059,097",659,B,"4, 5"
3,332,양재,B,31,"1,095,280",610,B,"4, 5"
3,332,양재,B,32,"2,256,271",66,B,"4, 5"
3,332,양재,B,33,"1,700,019",196,B,"4, 5"
3,332,양재,B,34,"1,005,075",721,B,"4, 5"
3,332,양재,B,51,"29,734",3289,B,"4, 5"
3,333,매봉,A,1,"366,631",2171,A,4
3,333,매봉,A,2,"330,816",2294,A,4
3,333,매봉,A,3,"322,320",2317,A,4
3,333,매봉,A,4,"210,825",2716,A,4
3,333,매봉,A,5,"654,129",1357,A,4
3,333,매봉,A,6,"601,659",1497,A,4
3,333,매봉,A,7,"590,923",1525,A,4
3,333,매봉,A,8,"1,015,147",705,A,4
3,333,매봉,A,9,"618,008",1450,A,4
3,333,매봉,A,10,"676,600",1316,A,4
3,333,매봉,A,11,"728,240",1192,A,4
3,333,매봉,A,12,"548,643",1635,A,4
3,333,매봉,A,13,"586,587",1535,A,4
3,333,매봉,A,14,"571,382",1576,A,4
3,333,매봉,A,15,"470,324",1859,A,4
3,333,매봉,A,50,"31,850",3274,A,4
3,334,도곡,A,1,"211,480",2714,A,4
3,334,도곡,A,2,"135,658",2920,A,4
3,334,도곡,A,3,"81,171",3076,A,4
3,334,도곡,A,4,"514,907",1734,A,4
3,334,도곡,A,5,"537,425",1662,A,4
3,334,도곡,A,6,"173,414",2817,A,4
3,334,도곡,A,7,"190,065",2770,A,4
3,334,도곡,A,8,"408,869",2050,A,4
3,334,도곡,A,9,"816,858",1027,A,4
3,334,도곡,A,10,"742,178",1166,A,4
3,334,도곡,A,11,"841,832",977,A,4
3,334,도곡,A,12,"323,605",2314,A,4
3,334,도곡,A,13,"353,218",2221,A,4
3,334,도곡,A,50,"9,109",3387,A,4
3,335,대치,A,1,"517,159",1725,A,7
3,335,대치,A,2,"429,148",1981,A,7
3,335,대치,A,3,"496,869",1778,A,7
3,335,대치,A,4,"483,063",1815,A,7
3,335,대치,A,5,"709,160",1232,A,7
3,335,대치,A,6,"589,963",1529,A,7
3,335,대치,A,7,"580,924",1550,A,7
3,335,대치,A,8,"384,337",2116,A,7
3,335,대치,A,50,"16,520",3360,A,7
3,335,대치,B,20,"419,974",2014,B,4
3,335,대치,B,21,"479,083",1830,B,4
3,335,대치,B,22,"676,858",1312,B,4
3,335,대치,B,23,"554,375",1616,B,4
3,335,대치,B,24,"513,895",1737,B,4
3,335,대치,B,25,"571,937",1575,B,4
3,335,대치,B,26,"664,618",1337,B,4
3,335,대치,B,27,"639,158",1395,B,4
3,335,대치,B,51,"16,925",3357,B,4
3,336,학여울,A,1,"85,899",3063,A,1
3,336,학여울,A,2,"80,049",3080,A,1
3,336,학여울,A,3,"77,611",3090,A,1
3,336,학여울,A,4,"90,687",3052,A,1
3,336,학여울,A,5,"246,104",2591,A,1
3,336,학여울,A,6,"210,770",2717,A,1
3,336,학여울,A,7,"127,367",2941,A,1
3,336,학여울,A,8,"288,893",2434,A,1
3,336,학여울,A,9,"287,840",2440,A,1
3,336,학여울,A,10,"304,435",2384,A,1
3,336,학여울,A,11,"165,724",2831,A,1
3,336,학여울,A,12,"198,500",2743,A,1
3,336,학여울,A,13,"160,004",2849,A,1
3,336,학여울,A,50,"16,009",3364,A,1
3,337,대청,A,1,"254,320",2563,A,7
3,337,대청,A,2,"133,450",2929,A,7
3,337,대청,A,3,"188,285",2775,A,7
3,337,대청,A,4,"214,440",2699,A,7
3,337,대청,A,5,"967,641",778,A,7
3,337,대청,A,6,"520,250",1712,A,7
3,337,대청,A,7,"586,287",1536,A,7
3,337,대청,A,8,"1,311,156",426,A,7
3,337,대청,A,50,"57,847",3155,A,7
3,337,대청,B,20,"917,709",856,B,"3, 5"
3,337,대청,B,21,"495,510",1781,B,"3, 5"
3,337,대청,B,22,"341,648",2250,B,"3, 5"
3,337,대청,B,23,"276,129",2487,B,"3, 5"
3,337,대청,B,24,"345,440",2239,B,"3, 5"
3,337,대청,B,25,"510,221",1744,B,"3, 5"
3,337,대청,B,26,"274,821",2490,B,"3, 5"
3,337,대청,B,27,"181,672",2789,B,"3, 5"
3,337,대청,B,28,"323,763",2313,B,"3, 5"
3,337,대청,B,51,"38,697",3235,B,"3, 5"
3,338,일원,A,20,"705,839",1240,A,1
3,338,일원,A,21,"414,648",2031,A,1
3,338,일원,A,22,"329,551",2300,A,1
3,338,일원,A,23,"137,561",2912,A,1
3,338,일원,A,24,"76,419",3097,A,1
3,338,일원,A,25,"607,050",1483,A,1
3,338,일원,A,26,"783,268",1084,A,1
3,338,일원,A,27,"108,855",3001,A,1
3,338,일원,A,28,"410,716",2040,A,1
3,338,일원,A,51,"28,486",3292,A,1
3,338,일원,B,1,"411,978",2034,A,1
3,338,일원,B,2,"165,883",2829,A,1
3,338,일원,B,3,"1,219,907",494,A,1
3,338,일원,B,4,"629,693",1424,A,1
3,338,일원,B,5,"123,417",2954,A,1
3,338,일원,B,6,"143,485",2891,A,1
3,338,일원,B,7,"270,334",2507,A,1
3,338,일원,B,8,"672,143",1326,A,1
3,338,일원,B,50,"32,472",3270,A,1
3,339,수서,A,1,"268,128",2515,A,6
3,339,수서,A,2,"215,176",2695,A,6
3,339,수서,A,3,"550,910",1629,A,6
3,339,수서,A,4,"699,790",1254,A,6
3,339,수서,A,5,"691,585",1276,A,6
3,339,수서,A,6,"495,004",1786,A,6
3,339,수서,A,7,"416,803",2026,A,6
3,339,수서,A,8,"229,441",2649,A,6
3,339,수서,A,9,"564,182",1588,A,6
3,339,수서,A,10,"704,553",1243,A,6
3,339,수서,A,11,"981,305",755,A,6
3,339,수서,A,12,"809,042",1041,A,6
3,339,수서,A,13,"625,926",1434,A,6
3,339,수서,A,14,"804,690",1048,A,6
3,339,수서,A,15,"929,009",837,A,6
3,339,수서,A,50,"78,709",3088,A,6
3,340,가락시장,A,1,"350,230",2227,A,8
3,340,가락시장,A,2,"382,759",2128,A,8
3,340,가락시장,A,3,"430,944",1974,A,8
3,340,가락시장,A,4,"844,343",973,A,8
3,340,가락시장,A,50,"11,759",3381,A,8
3,340,가락시장,B,6,"1,154,338",558,B,7
3,340,가락시장,B,7,"894,306",900,B,7
3,340,가락시장,B,8,"883,449",919,B,7
3,340,가락시장,B,9,"1,368,664",371,B,7
3,340,가락시장,B,51,"49,900",3183,B,7
3,341,경찰병원,A,1,"426,880",1990,A,1
3,341,경찰병원,A,2,"588,089",1534,A,1
3,341,경찰병원,A,3,"635,781",1406,A,1
3,341,경찰병원,A,4,"631,417",1417,A,1
3,341,경찰병원,A,5,"776,912",1100,A,1
3,341,경찰병원,A,6,"844,346",972,A,1
3,341,경찰병원,A,7,"837,236",987,A,1
3,341,경찰병원,A,8,"572,347",1574,A,1
3,341,경찰병원,A,50,"27,560",3299,A,1
3,342,오금,A,1,"1,453,126",315,A,1
3,342,오금,A,2,"856,471",958,A,1
3,342,오금,A,3,"629,223",1425,A,1
3,342,오금,A,4,"597,078",1510,A,1
3,342,오금,A,5,"577,031",1557,A,1
3,342,오금,A,6,"636,170",1403,A,1
3,342,오금,A,50,"25,290",3312,A,1
4,409,당고개,A,11,"912,472",873,A,1
4,409,당고개,A,12,"526,534",1697,A,1
4,409,당고개,A,13,"359,051",2198,A,1
4,409,당고개,A,14,"244,103",2594,A,1
4,409,당고개,A,15,"229,231",2651,A,1
4,409,당고개,A,16,"373,948",2151,A,1
4,409,당고개,A,17,"527,821",1693,A,1
4,409,당고개,A,18,"594,414",1516,A,1
4,409,당고개,A,19,"7,203",3397,A,1
4,409,당고개,A,51,"44,507",3205,A,1
4,409,당고개,B,1,"242,754",2598,A,1
4,409,당고개,B,2,"168,529",2826,A,1
4,409,당고개,B,3,"140,912",2903,A,1
4,409,당고개,B,4,"161,265",2844,A,1
4,409,당고개,B,5,"494,965",1787,A,1
4,409,당고개,B,6,"684,122",1294,A,1
4,409,당고개,B,7,"547,784",1637,A,1
4,409,당고개,B,8,"578,964",1554,A,1
4,409,당고개,B,9,"958,049",792,A,1
4,409,당고개,B,10,"2,049,873",100,A,1
4,409,당고개,B,50,"128,361",2938,A,1
4,410,상계,A,1,"214,757",2698,A,1
4,410,상계,A,2,"696,061",1262,A,1
4,410,상계,A,3,"972,265",769,A,1
4,410,상계,A,4,"927,300",841,A,1
4,410,상계,A,5,"550,978",1627,A,1
4,410,상계,A,6,"378,719",2138,A,1
4,410,상계,A,7,"830,623",1010,A,1
4,410,상계,A,8,"782,418",1087,A,1
4,410,상계,A,9,"691,917",1273,A,1
4,410,상계,A,10,"117,151",2976,A,1
4,410,상계,A,50,"78,210",3089,A,1
4,410,상계,B,20,"534,801",1669,B,4
4,410,상계,B,21,"878,804",925,B,4
4,410,상계,B,22,"934,480",829,B,4
4,410,상계,B,23,"855,417",962,B,4
4,410,상계,B,24,"747,300",1159,B,4
4,410,상계,B,25,"795,521",1064,B,4
4,410,상계,B,26,"950,842",808,B,4
4,410,상계,B,27,"1,262,781",466,B,4
4,410,상계,B,28,"1,420,786",335,B,4
4,410,상계,B,29,"1,432,825",329,B,4
4,410,상계,B,51,"55,934",3162,B,4
4,411,노원,A,1,"368,206",2165,A,1
4,411,노원,A,2,"989,667",742,A,1
4,411,노원,A,3,"989,772",741,A,1
4,411,노원,A,4,"497,688",1775,A,1
4,411,노원,A,5,"490,612",1798,A,1
4,411,노원,A,6,"589,851",1530,A,1
4,411,노원,A,7,"816,870",1026,A,1
4,411,노원,A,8,"968,238",776,A,1
4,411,노원,A,9,"623,643",1438,A,1
4,411,노원,A,10,"776,511",1101,A,1
4,411,노원,A,50,"62,580",3136,A,1
4,411,노원,B,20,"866,149",944,B,"2, 9"
4,411,노원,B,21,"911,551",875,B,"2, 9"
4,411,노원,B,22,"836,343",990,B,"2, 9"
4,411,노원,B,23,"716,988",1215,B,"2, 9"
4,411,노원,B,24,"645,896",1378,B,"2, 9"
4,411,노원,B,25,"606,821",1484,B,"2, 9"
4,411,노원,B,26,"602,328",1496,B,"2, 9"
4,411,노원,B,27,"649,567",1365,B,"2, 9"
4,411,노원,B,28,"464,395",1877,B,"2, 9"
4,411,노원,B,29,"1,438,826",324,B,"2, 9"
4,411,노원,B,30,"1,283,858",447,B,"2, 9"
4,411,노원,B,31,"1,305,556",432,B,"2, 9"
4,411,노원,B,32,"1,606,601",241,B,"2, 9"
4,411,노원,B,51,"97,410",3029,B,"2, 9"
4,412,창동,A,1,"1,657,355",214,A,1
4,412,창동,A,2,"361,687",2186,A,1
4,412,창동,A,3,"1,646,319",221,A,1
4,412,창동,A,4,"1,106,208",601,A,1
4,412,창동,A,5,"993,650",736,A,1
4,412,창동,A,6,"749,858",1152,A,1
4,412,창동,A,7,"782,082",1089,A,1
4,412,창동,A,8,"1,044,474",675,A,1
4,412,창동,A,9,"1,245,932",475,A,1
4,412,창동,A,10,"1,354,085",388,A,1
4,412,창동,A,11,"961,599",787,A,1
4,412,창동,A,50,"124,505",2949,A,1
4,412,창동,B,20,"1,540,236",272,B,2
4,412,창동,B,21,"1,365,805",376,B,2
4,412,창동,B,22,"1,313,124",422,B,2
4,412,창동,B,23,"1,208,832",502,B,2
4,412,창동,B,24,"1,886,437",130,B,2
4,412,창동,B,25,"1,567,457",259,B,2
4,412,창동,B,26,"978,962",758,B,2
4,412,창동,B,27,"370,046",2159,B,2
4,412,창동,B,28,"682,512",1297,B,2
4,412,창동,B,29,"305,423",2379,B,2
4,412,창동,B,30,"328,227",2304,B,2
4,412,창동,B,31,"444,651",1935,B,2
4,412,창동,B,51,"129,970",2937,B,2
4,413,쌍문,A,10,"906,637",884,A,4
4,413,쌍문,A,11,"609,857",1472,A,4
4,413,쌍문,A,12,"476,280",1836,A,4
4,413,쌍문,A,13,"509,709",1746,A,4
4,413,쌍문,A,14,"588,647",1533,A,4
4,413,쌍문,A,15,"536,082",1665,A,4
4,413,쌍문,A,16,"266,391",2521,A,4
4,413,쌍문,A,17,"567,173",1585,A,4
4,413,쌍문,A,51,"63,228",3133,A,4
4,413,쌍문,B,1,"150,727",2870,A,4
4,413,쌍문,B,2,"288,760",2435,A,4
4,413,쌍문,B,3,"217,024",2689,A,4
4,413,쌍문,B,4,"228,977",2652,A,4
4,413,쌍문,B,5,"1,361,901",380,A,4
4,413,쌍문,B,6,"977,853",760,A,4
4,413,쌍문,B,7,"539,430",1655,A,4
4,413,쌍문,B,8,"288,687",2437,A,4
4,413,쌍문,B,50,"27,990",3296,A,4
4,413,쌍문,C,20,"863,291",949,B,3
4,413,쌍문,C,21,"889,418",908,B,3
4,413,쌍문,C,22,"705,652",1241,B,3
4,413,쌍문,C,23,"999,418",727,B,3
4,413,쌍문,C,24,"707,275",1235,B,3
4,413,쌍문,C,25,"719,363",1210,B,3
4,413,쌍문,C,26,"661,916",1343,B,3
4,413,쌍문,C,27,"647,256",1374,B,3
4,413,쌍문,C,28,"390,305",2098,B,3
4,413,쌍문,C,29,"162,951",2838,B,3
4,413,쌍문,C,52,"64,404",3131,B,3
4,413,쌍문,D,30,"269,680",2511,B,3
4,413,쌍문,D,31,"286,009",2454,B,3
4,413,쌍문,D,32,"222,032",2667,B,3
4,413,쌍문,D,33,"334,445",2285,B,3
4,413,쌍문,D,34,"639,802",1394,B,3
4,413,쌍문,D,35,"283,773",2462,B,3
4,413,쌍문,D,36,"384,502",2115,B,3
4,413,쌍문,D,37,"556,240",1611,B,3
4,413,쌍문,D,38,"1,062,653",655,B,3
4,413,쌍문,D,39,"1,556,138",266,B,3
4,413,쌍문,D,40,"2,867,842",21,B,3
4,413,쌍문,D,53,"51,206",3178,B,3
4,414,수유,A,13,"1,311,354",425,A,7
4,414,수유,A,14,"1,028,265",690,A,7
4,414,수유,A,15,"888,462",910,A,7
4,414,수유,A,16,"764,472",1126,A,7
4,414,수유,A,17,"798,664",1060,A,7
4,414,수유,A,18,"885,648",916,A,7
4,414,수유,A,19,"908,486",880,A,7
4,414,수유,A,20,"1,072,357",641,A,7
4,414,수유,A,21,"651,028",1361,A,7
4,414,수유,A,22,"473,273",1845,A,7
4,414,수유,A,51,"178,344",2803,A,7
4,414,수유,B,1,"600,939",1501,A,7
4,414,수유,B,2,"376,115",2144,A,7
4,414,수유,B,3,"288,719",2436,A,7
4,414,수유,B,4,"258,851",2550,A,7
4,414,수유,B,5,"360,309",2193,A,7
4,414,수유,B,6,"579,813",1552,A,7
4,414,수유,B,7,"678,605",1305,A,7
4,414,수유,B,8,"989,456",743,A,7
4,414,수유,B,9,"1,634,057",225,A,7
4,414,수유,B,10,"2,946,006",18,A,7
4,414,수유,B,50,"150,871",2869,A,7
4,414,수유,C,25,"1,046,842",669,B,6
4,414,수유,C,26,"801,336",1054,B,6
4,414,수유,C,27,"611,277",1468,B,6
4,414,수유,C,28,"516,723",1728,B,6
4,414,수유,C,29,"573,411",1570,B,6
4,414,수유,C,30,"791,888",1071,B,6
4,414,수유,C,31,"989,116",744,B,6
4,414,수유,C,32,"226,760",2658,B,6
4,414,수유,C,33,"517,928",1722,B,6
4,414,수유,C,34,"1,513,845",285,B,6
4,414,수유,C,52,"100,331",3023,B,6
4,414,수유,D,37,"678,926",1303,B,6
4,414,수유,D,38,"481,942",1818,B,6
4,414,수유,D,39,"408,980",2048,B,6
4,414,수유,D,40,"488,608",1801,B,6
4,414,수유,D,41,"642,006",1388,B,6
4,414,수유,D,42,"2,128,061",86,B,6
4,414,수유,D,43,"1,419,357",336,B,6
4,414,수유,D,44,"885,722",914,B,6
4,414,수유,D,45,"575,847",1562,B,6
4,414,수유,D,46,"345,619",2238,B,6
4,414,수유,D,53,"97,669",3028,B,6
4,415,미아,A,10,"828,754",1013,A,"7, 8"
4,415,미아,A,11,"572,806",1571,A,"7, 8"
4,415,미아,A,12,"528,691",1689,A,"7, 8"
4,415,미아,A,13,"547,096",1639,A,"7, 8"
4,415,미아,A,14,"472,885",1848,A,"7, 8"
4,415,미아,A,15,"294,101",2420,A,"7, 8"
4,415,미아,A,51,"34,528",3255,A,"7, 8"
4,415,미아,B,1,"392,883",2091,A,"7, 8"
4,415,미아,B,2,"215,827",2694,A,"7, 8"
4,415,미아,B,3,"237,702",2620,A,"7, 8"
4,415,미아,B,4,"306,421",2375,A,"7, 8"
4,415,미아,B,5,"549,352",1633,A,"7, 8"
4,415,미아,B,6,"1,277,544",454,A,"7, 8"
4,415,미아,B,50,"24,798",3315,A,"7, 8"
4,415,미아,C,20,"325,887",2307,B,5
4,415,미아,C,21,"335,694",2281,B,5
4,415,미아,C,22,"268,216",2514,B,5
4,415,미아,C,23,"377,426",2141,B,5
4,415,미아,C,24,"617,432",1454,B,5
4,415,미아,C,25,"116,660",2978,B,5
4,415,미아,C,26,"292,894",2425,B,5
4,415,미아,C,27,"894,456",899,B,5
4,415,미아,C,52,"121,671",2958,B,5
4,415,미아,D,30,"455,569",1905,B,5
4,415,미아,D,31,"235,459",2627,B,5
4,415,미아,D,32,"230,827",2639,B,5
4,415,미아,D,33,"230,224",2646,B,5
4,415,미아,D,34,"1,302,713",434,B,5
4,415,미아,D,35,"790,589",1074,B,5
4,415,미아,D,36,"484,251",1812,B,5
4,415,미아,D,37,"284,540",2459,B,5
4,415,미아,D,53,"130,906",2934,B,5
4,416,미아삼거리,A,10,"1,221,089",491,A,1
4,416,미아삼거리,A,11,"915,933",859,A,1
4,416,미아삼거리,A,12,"711,777",1224,A,1
4,416,미아삼거리,A,13,"732,350",1184,A,1
4,416,미아삼거리,A,14,"781,133",1091,A,1
4,416,미아삼거리,A,15,"635,211",1410,A,1
4,416,미아삼거리,A,16,"842,735",974,A,1
4,416,미아삼거리,A,51,"257,639",2554,A,1
4,416,미아삼거리,B,1,"480,012",1825,A,1
4,416,미아삼거리,B,2,"343,806",2245,A,1
4,416,미아삼거리,B,3,"316,138",2334,A,1
4,416,미아삼거리,B,4,"384,333",2117,A,1
4,416,미아삼거리,B,5,"506,370",1754,A,1
4,416,미아삼거리,B,6,"617,335",1455,A,1
4,416,미아삼거리,B,7,"836,823",989,A,1
4,416,미아삼거리,B,8,"1,313,042",423,A,1
4,416,미아삼거리,B,9,"2,403,931",46,A,1
4,416,미아삼거리,B,17,"522,763",1707,A,1
4,416,미아삼거리,B,18,"361,859",2185,A,1
4,416,미아삼거리,B,50,"224,555",2662,A,1
4,416,미아삼거리,C,20,"578,354",1555,B,2
4,416,미아삼거리,C,21,"502,176",1763,B,2
4,416,미아삼거리,C,22,"449,171",1923,B,2
4,416,미아삼거리,C,23,"397,217",2077,B,2
4,416,미아삼거리,C,24,"467,684",1868,B,2
4,416,미아삼거리,C,25,"620,034",1446,B,2
4,416,미아삼거리,C,26,"863,772",948,B,2
4,416,미아삼거리,C,27,"213,201",2704,B,2
4,416,미아삼거리,C,28,"451,379",1920,B,2
4,416,미아삼거리,C,29,"1,157,545",556,B,2
4,416,미아삼거리,C,52,"79,086",3086,B,2
4,416,미아삼거리,D,30,"530,823",1681,B,2
4,416,미아삼거리,D,31,"453,735",1912,B,2
4,416,미아삼거리,D,32,"464,892",1875,B,2
4,416,미아삼거리,D,33,"449,019",1924,B,2
4,416,미아삼거리,D,34,"1,306,290",431,B,2
4,416,미아삼거리,D,35,"1,029,666",689,B,2
4,416,미아삼거리,D,36,"621,052",1444,B,2
4,416,미아삼거리,D,37,"363,595",2180,B,2
4,416,미아삼거리,D,38,"232,263",2638,B,2
4,416,미아삼거리,D,53,"105,996",3010,B,2
4,417,길음,A,2,"757,574",1137,A,7
4,417,길음,A,3,"677,108",1310,A,7
4,417,길음,A,4,"637,168",1397,A,7
4,417,길음,A,5,"590,363",1527,A,7
4,417,길음,A,7,"2,257,644",64,A,7
4,417,길음,A,8,"1,391,156",355,A,7
4,417,길음,A,9,"780,394",1094,A,7
4,417,길음,A,10,"436,123",1965,A,7
4,417,길음,A,11,"265,801",2526,A,7
4,417,길음,A,12,"339,700",2262,A,7
4,417,길음,A,50,"35,443",3250,A,7
4,417,길음,B,14,"704,104",1244,A,7
4,417,길음,B,15,"529,404",1685,A,7
4,417,길음,B,16,"412,337",2033,A,7
4,417,길음,B,17,"295,970",2416,A,7
4,417,길음,B,18,"218,954",2680,A,7
4,417,길음,B,19,"140,591",2905,A,7
4,417,길음,B,20,"280,011",2473,A,7
4,417,길음,B,21,"533,359",1672,A,7
4,417,길음,B,22,"831,710",1008,A,7
4,417,길음,B,23,"232,800",2636,A,7
4,417,길음,B,24,"491,439",1794,A,7
4,417,길음,B,51,"108,427",3003,A,7
4,417,길음,C,26,"566,501",1586,B,2
4,417,길음,C,27,"448,165",1926,B,2
4,417,길음,C,28,"419,611",2015,B,2
4,417,길음,C,29,"324,522",2310,B,2
4,417,길음,C,30,"222,853",2665,B,2
4,417,길음,C,31,"417,807",2023,B,2
4,417,길음,C,32,"446,834",1929,B,2
4,417,길음,C,33,"498,145",1774,B,2
4,417,길음,C,34,"576,418",1560,B,2
4,417,길음,C,35,"671,123",1328,B,2
4,417,길음,C,36,"831,051",1009,B,2
4,417,길음,C,37,"776,465",1102,B,2
4,417,길음,C,38,"1,623,677",231,B,2
4,417,길음,C,52,"31,448",3278,B,2
4,418,성신여대입구,A,1,"438,846",1953,A,1
4,418,성신여대입구,A,2,"425,064",2000,A,1
4,418,성신여대입구,A,3,"399,412",2071,A,1
4,418,성신여대입구,A,4,"261,753",2542,A,1
4,418,성신여대입구,A,5,"1,574,841",254,A,1
4,418,성신여대입구,A,6,"1,298,441",437,A,1
4,418,성신여대입구,A,7,"1,403,969",345,A,1
4,418,성신여대입구,A,8,"647,049",1375,A,1
4,418,성신여대입구,A,9,"632,406",1415,A,1
4,418,성신여대입구,A,10,"649,772",1364,A,1
4,418,성신여대입구,A,11,"721,225",1201,A,1
4,418,성신여대입구,A,12,"729,239",1187,A,1
4,418,성신여대입구,A,13,"660,473",1348,A,1
4,418,성신여대입구,A,14,"821,292",1020,A,1
4,418,성신여대입구,A,15,"746,420",1160,A,1
4,418,성신여대입구,A,16,"534,901",1668,A,1
4,418,성신여대입구,A,50,"43,552",3211,A,1
4,418,성신여대입구,B,20,"76,952",3095,B,4
4,418,성신여대입구,B,21,"142,446",2896,B,4
4,418,성신여대입구,B,22,"340,729",2257,B,4
4,418,성신여대입구,B,23,"303,054",2391,B,4
4,418,성신여대입구,B,24,"285,975",2455,B,4
4,418,성신여대입구,B,25,"304,643",2382,B,4
4,418,성신여대입구,B,26,"519,691",1715,B,4
4,418,성신여대입구,B,27,"290,512",2431,B,4
4,418,성신여대입구,B,28,"112,999",2987,B,4
4,418,성신여대입구,B,29,"89,235",3053,B,4
4,418,성신여대입구,B,30,"695,154",1264,B,4
4,418,성신여대입구,B,31,"30,727",3285,B,4
4,418,성신여대입구,B,32,"385,468",2113,B,4
4,418,성신여대입구,B,33,"197,031",2747,B,4
4,418,성신여대입구,B,34,"88,227",3054,B,4
4,418,성신여대입구,B,35,"64,111",3132,B,4
4,418,성신여대입구,B,36,"132,122",2931,B,4
4,418,성신여대입구,B,37,"258,051",2553,B,4
4,418,성신여대입구,B,38,"264,581",2533,B,4
4,418,성신여대입구,B,39,"361,038",2189,B,4
4,418,성신여대입구,B,40,"262,386",2541,B,4
4,418,성신여대입구,B,41,"345,340",2241,B,4
4,418,성신여대입구,B,42,"496,913",1777,B,4
4,418,성신여대입구,B,43,"1,086,077",619,B,4
4,418,성신여대입구,B,51,"38,525",3237,B,4
4,418,성신여대입구,B,52,"44,763",3202,B,4
4,419,한성대입구,A,1,"755,349",1143,A,2
4,419,한성대입구,A,2,"883,204",920,A,2
4,419,한성대입구,A,3,"777,943",1098,A,2
4,419,한성대입구,A,4,"1,023,282",696,A,2
4,419,한성대입구,A,5,"1,328,762",409,A,2
4,419,한성대입구,A,6,"1,690,252",199,A,2
4,419,한성대입구,A,50,"46,732",3195,A,2
4,419,한성대입구,B,10,"648,553",1367,B,"3, 5"
4,419,한성대입구,B,11,"333,924",2288,B,"3, 5"
4,419,한성대입구,B,12,"281,710",2468,B,"3, 5"
4,419,한성대입구,B,13,"500,019",1770,B,"3, 5"
4,419,한성대입구,B,14,"777,965",1096,B,"3, 5"
4,419,한성대입구,B,15,"343,807",2244,B,"3, 5"
4,419,한성대입구,B,16,"563,526",1591,B,"3, 5"
4,419,한성대입구,B,51,"83,497",3071,B,"3, 5"
4,419,한성대입구,C,20,"501,315",1768,B,"3, 5"
4,419,한성대입구,C,21,"352,297",2222,B,"3, 5"
4,419,한성대입구,C,22,"143,548",2890,B,"3, 5"
4,419,한성대입구,C,23,"731,163",1185,B,"3, 5"
4,419,한성대입구,C,24,"548,339",1636,B,"3, 5"
4,419,한성대입구,C,52,"29,818",3288,B,"3, 5"
4,420,혜화,A,12,"1,860,728",138,A,1
4,420,혜화,A,13,"1,405,077",343,A,1
4,420,혜화,A,14,"1,317,193",419,A,1
4,420,혜화,A,15,"1,073,899",638,A,1
4,420,혜화,A,16,"948,049",815,A,1
4,420,혜화,A,17,"911,912",874,A,1
4,420,혜화,A,18,"1,051,528",666,A,1
4,420,혜화,A,19,"1,225,816",488,A,1
4,420,혜화,A,20,"263,733",2539,A,1
4,420,혜화,A,51,"46,357",3197,A,1
4,420,혜화,B,2,"645,783",1379,A,1
4,420,혜화,B,3,"422,309",2005,A,1
4,420,혜화,B,4,"416,940",2025,A,1
4,420,혜화,B,5,"462,195",1885,A,1
4,420,혜화,B,6,"636,616",1400,A,1
4,420,혜화,B,7,"892,336",906,A,1
4,420,혜화,B,8,"1,186,095",528,A,1
4,420,혜화,B,9,"1,561,123",262,A,1
4,420,혜화,B,10,"2,256,654",65,A,1
4,420,혜화,B,50,"24,709",3317,A,1
4,420,혜화,C,22,"811,656",1036,B,3
4,420,혜화,C,23,"644,692",1382,B,3
4,420,혜화,C,24,"786,435",1078,B,3
4,420,혜화,C,26,"667,357",1332,B,3
4,420,혜화,C,27,"848,950",969,B,3
4,420,혜화,C,28,"1,008,141",715,B,3
4,420,혜화,C,29,"1,224,936",489,B,3
4,420,혜화,C,30,"1,077,297",627,B,3
4,420,혜화,C,52,"58,994",3149,B,3
4,420,혜화,D,32,"1,777,628",165,B,3
4,420,혜화,D,33,"1,465,472",304,B,3
4,420,혜화,D,34,"1,369,260",370,B,3
4,420,혜화,D,35,"1,022,727",698,B,3
