호선,역코드,역명,게이트그룹,게이트번호,승하차인원,순위,출구그룹,주이용출구번호
4,420,혜화,D,36,"796,426",1062,B,3
4,420,혜화,D,38,"713,699",1220,B,3
4,420,혜화,D,39,"562,563",1593,B,3
4,420,혜화,D,40,"550,312",1630,B,3
4,420,혜화,D,53,"49,511",3184,B,3
4,421,동대문,A,1,"2,148,130",79,A,9
4,421,동대문,A,2,"1,701,674",195,A,9
4,421,동대문,A,3,"873,786",932,A,9
4,421,동대문,A,4,"1,141,542",567,A,9
4,421,동대문,A,5,"1,336,800",401,A,9
4,421,동대문,A,6,"1,714,601",191,A,9
4,421,동대문,A,7,"1,444,215",320,A,9
4,421,동대문,A,8,"1,367,604",373,A,9
4,421,동대문,A,9,"2,071,533",95,A,9
4,421,동대문,A,50,"113,667",2985,A,9
4,421,동대문,B,10,"407,234",2053,B,8
4,421,동대문,B,11,"181,927",2788,B,8
4,421,동대문,B,12,"544,934",1640,B,8
4,421,동대문,B,13,"217,600",2687,B,8
4,421,동대문,B,14,"368,675",2163,B,8
4,421,동대문,B,15,"874,832",931,B,8
4,421,동대문,B,16,"1,236,843",480,B,8
4,421,동대문,B,17,"2,134,162",85,B,8
4,421,동대문,B,51,"121,642",2959,B,8
4,422,동대문역사문화공원,A,1,"599,259",1506,A,"4, 5"
4,422,동대문역사문화공원,A,2,"448,082",1927,A,"4, 5"
4,422,동대문역사문화공원,A,3,"1,346,021",393,A,"4, 5"
4,422,동대문역사문화공원,A,4,"1,529,011",279,A,"4, 5"
4,422,동대문역사문화공원,A,5,"876,872",929,A,"4, 5"
4,422,동대문역사문화공원,A,6,"1,041,783",678,A,"4, 5"
4,422,동대문역사문화공원,A,7,"834,319",1000,A,"4, 5"
4,422,동대문역사문화공원,A,8,"1,179,277",539,A,"4, 5"
4,422,동대문역사문화공원,A,9,"1,187,518",527,A,"4, 5"
4,422,동대문역사문화공원,A,50,"58,179",3153,A,"4, 5"
4,422,동대문역사문화공원,B,20,"182,418",2786,B,"9, 10"
4,422,동대문역사문화공원,B,21,"112,094",2988,B,"9, 10"
4,422,동대문역사문화공원,B,22,"117,590",2974,B,"9, 10"
4,422,동대문역사문화공원,B,23,"187,764",2777,B,"9, 10"
4,422,동대문역사문화공원,B,24,"457,041",1899,B,"9, 10"
4,422,동대문역사문화공원,B,25,"60,552",3143,B,"9, 10"
4,422,동대문역사문화공원,B,26,"131,953",2932,B,"9, 10"
4,422,동대문역사문화공원,C,10,"287,035",2444,A,"4, 5"
4,422,동대문역사문화공원,C,11,"228,689",2654,A,"4, 5"
4,422,동대문역사문화공원,C,12,"424,453",2002,A,"4, 5"
4,422,동대문역사문화공원,C,13,"752,959",1149,A,"4, 5"
4,422,동대문역사문화공원,C,14,"1,076,787",629,A,"4, 5"
4,422,동대문역사문화공원,C,15,"1,293,250",441,A,"4, 5"
4,422,동대문역사문화공원,C,16,"693,976",1270,A,"4, 5"
4,422,동대문역사문화공원,C,17,"1,372,164",368,A,"4, 5"
4,422,동대문역사문화공원,C,51,"25,589",3309,A,"4, 5"
4,423,충무로,A,1,"494,877",1788,A,1
4,423,충무로,A,2,"840,401",980,A,1
4,423,충무로,A,3,"993,126",737,A,1
4,423,충무로,A,4,"807,366",1047,A,1
4,423,충무로,A,5,"633,937",1412,A,1
4,423,충무로,A,6,"542,311",1650,A,1
4,423,충무로,A,7,"807,551",1046,A,1
4,423,충무로,A,8,"1,238,400",479,A,1
4,423,충무로,A,9,"1,317,891",416,A,1
4,423,충무로,A,10,"1,265,832",463,A,1
4,423,충무로,A,11,"955,457",797,A,1
4,423,충무로,A,12,"832,207",1006,A,1
4,423,충무로,A,13,"1,005,699",719,A,1
4,423,충무로,A,14,"767,749",1118,A,1
4,423,충무로,A,15,"909,239",879,A,1
4,423,충무로,A,16,"1,195,864",519,A,1
4,423,충무로,A,50,"58,185",3152,A,1
4,423,충무로,B,30,"149,187",2875,B,5
4,423,충무로,B,31,"328,884",2303,B,5
4,423,충무로,B,32,"507,582",1752,B,5
4,423,충무로,B,33,"544,470",1643,B,5
4,423,충무로,B,34,"463,524",1881,B,5
4,423,충무로,B,35,"447,864",1928,B,5
4,423,충무로,B,36,"604,267",1489,B,5
4,423,충무로,B,37,"960,247",789,B,5
4,423,충무로,B,38,"871,701",936,B,5
4,423,충무로,B,39,"774,166",1107,B,5
4,423,충무로,B,40,"481,912",1819,B,5
4,423,충무로,B,41,"436,688",1962,B,5
4,423,충무로,B,42,"613,745",1461,B,5
4,423,충무로,B,43,"699,909",1253,B,5
4,423,충무로,B,44,"659,793",1349,B,5
4,423,충무로,B,45,"712,506",1222,B,5
4,423,충무로,B,46,"833,067",1003,B,5
4,423,충무로,B,47,"777,945",1097,B,5
4,423,충무로,B,51,"39,682",3230,B,5
4,424,명동,A,1,"1,396,031",353,A,"9, 10"
4,424,명동,A,2,"900,505",893,A,"9, 10"
4,424,명동,A,3,"592,052",1521,A,"9, 10"
4,424,명동,A,4,"399,699",2070,A,"9, 10"
4,424,명동,A,5,"289,167",2433,A,"9, 10"
4,424,명동,A,6,"602,536",1495,A,"9, 10"
4,424,명동,A,7,"780,802",1092,A,"9, 10"
4,424,명동,A,8,"645,404",1381,A,"9, 10"
4,424,명동,A,50,"30,581",3286,A,"9, 10"
4,424,명동,B,10,3,3401,B,6
4,424,명동,B,11,"1,052,784",665,B,6
4,424,명동,B,12,"990,026",740,B,6
4,424,명동,B,13,"648,449",1370,B,6
4,424,명동,B,14,"1,068,207",649,B,6
4,424,명동,B,15,"1,745,026",179,B,6
4,424,명동,B,16,"2,147,910",80,B,6
4,424,명동,B,17,"2,364,296",52,B,6
4,424,명동,B,18,"2,566,815",32,B,6
4,424,명동,B,19,"2,062,103",97,B,6
4,424,명동,B,20,"769,786",1115,B,6
4,424,명동,B,21,"573,772",1569,B,6
4,424,명동,B,23,"1,731,898",186,B,6
4,424,명동,B,24,"2,317,377",58,B,6
4,424,명동,B,25,"2,338,917",55,B,6
4,424,명동,B,26,"1,998,739",106,B,6
4,424,명동,B,27,"1,590,444",249,B,6
4,424,명동,B,28,"808,361",1043,B,6
4,424,명동,B,51,"165,263",2835,B,6
4,425,회현,A,1,"37,900",3240,A,6
4,425,회현,A,2,"200,838",2739,A,6
4,425,회현,A,3,"532,062",1677,A,6
4,425,회현,A,4,"611,924",1465,A,6
4,425,회현,A,5,"463,096",1883,A,6
4,425,회현,A,6,"370,714",2156,A,6
4,425,회현,A,7,"972,344",768,A,6
4,425,회현,A,8,"1,344,405",395,A,6
4,425,회현,A,9,"1,366,984",374,A,6
4,425,회현,A,10,"1,314,077",420,A,6
4,425,회현,A,11,"1,184,890",533,A,6
4,425,회현,A,12,"1,638,577",223,A,6
4,425,회현,A,13,"2,056,035",98,A,6
4,425,회현,A,20,"884,360",918,A,6
4,425,회현,A,21,"1,310,904",427,A,6
4,425,회현,A,50,"144,699",2886,A,6
4,425,회현,B,22,"1,075,190",634,B,5
4,425,회현,B,23,"665,145",1336,B,5
4,425,회현,B,24,"1,333,057",403,B,5
4,425,회현,B,25,"1,494,147",295,B,5
4,425,회현,B,26,"1,199,094",513,B,5
4,425,회현,B,27,"162,475",2842,B,5
4,425,회현,B,28,"385,596",2112,B,5
4,425,회현,B,29,"757,069",1140,B,5
4,425,회현,B,30,"476,000",1837,B,5
4,425,회현,B,31,"195,591",2750,B,5
4,425,회현,B,32,"472,589",1849,B,5
4,425,회현,B,33,"218,169",2685,B,5
4,425,회현,B,51,"107,657",3005,B,5
4,426,서울역,A,1,"934,071",830,A,9-1
4,426,서울역,A,2,"1,006,651",716,A,9-1
4,426,서울역,A,3,"1,046,590",670,A,9-1
4,426,서울역,A,4,"635,930",1404,A,9-1
4,426,서울역,A,5,"1,182,233",537,A,9-1
4,426,서울역,A,6,"1,556,864",265,A,9-1
4,426,서울역,A,50,"39,512",3231,A,9-1
4,426,서울역,B,10,"415,870",2028,B,12
4,426,서울역,B,11,"931,662",832,B,12
4,426,서울역,B,12,"810,788",1038,B,12
4,426,서울역,B,13,"271,162",2504,B,12
4,426,서울역,B,14,"211,545",2713,B,12
4,426,서울역,B,15,"586,178",1539,B,12
4,426,서울역,B,16,"684,978",1291,B,12
4,426,서울역,B,17,"184,862",2782,B,12
4,426,서울역,B,18,"551,894",1626,B,12
4,426,서울역,B,51,"73,238",3106,B,12
4,427,숙대입구,A,10,"548,841",1634,A,10
4,427,숙대입구,A,11,"309,715",2356,A,10
4,427,숙대입구,A,12,"291,834",2429,A,10
4,427,숙대입구,A,13,"329,967",2297,A,10
4,427,숙대입구,A,14,"741,117",1169,A,10
4,427,숙대입구,A,15,"720,857",1203,A,10
4,427,숙대입구,A,16,"466,061",1873,A,10
4,427,숙대입구,A,51,"49,155",3185,A,10
4,427,숙대입구,B,1,"501,812",1764,A,10
4,427,숙대입구,B,2,"274,448",2491,A,10
4,427,숙대입구,B,3,"264,716",2532,A,10
4,427,숙대입구,B,4,"411,123",2037,A,10
4,427,숙대입구,B,5,"475,759",1840,A,10
4,427,숙대입구,B,6,"498,893",1772,A,10
4,427,숙대입구,B,7,"1,072,043",642,A,10
4,427,숙대입구,B,50,"42,869",3213,A,10
4,427,숙대입구,C,20,"491,208",1795,B,7
4,427,숙대입구,C,21,"207,539",2725,B,7
4,427,숙대입구,C,22,"160,794",2846,B,7
4,427,숙대입구,C,23,"259,913",2547,B,7
4,427,숙대입구,C,24,"336,604",2277,B,7
4,427,숙대입구,C,25,"547,551",1638,B,7
4,427,숙대입구,C,26,"1,220,546",493,B,7
4,427,숙대입구,C,52,"24,766",3316,B,7
4,427,숙대입구,D,30,"538,183",1659,B,7
4,427,숙대입구,D,31,"259,572",2548,B,7
4,427,숙대입구,D,32,"181,406",2790,B,7
4,427,숙대입구,D,33,"250,717",2573,B,7
4,427,숙대입구,D,34,"264,912",2529,B,7
4,427,숙대입구,D,35,"845,084",971,B,7
4,427,숙대입구,D,36,"439,798",1948,B,7
4,427,숙대입구,D,53,"48,017",3189,B,7
4,428,삼각지,A,10,"314,862",2336,A,1
4,428,삼각지,A,11,"139,577",2906,A,1
4,428,삼각지,A,12,"212,906",2706,A,1
4,428,삼각지,A,13,"168,015",2827,A,1
4,428,삼각지,A,14,"309,415",2357,A,1
4,428,삼각지,A,15,"175,241",2812,A,1
4,428,삼각지,A,16,"140,955",2901,A,1
4,428,삼각지,A,45,"41,247",3225,A,1
4,428,삼각지,A,46,"22,439",3334,A,1
4,428,삼각지,A,47,"18,487",3350,A,1
4,428,삼각지,A,51,"16,167",3362,A,1
4,428,삼각지,A,55,"8,656",3392,A,1
4,428,삼각지,B,1,"137,855",2909,A,1
4,428,삼각지,B,2,"206,006",2729,A,1
4,428,삼각지,B,3,"188,572",2774,A,1
4,428,삼각지,B,4,"286,695",2449,A,1
4,428,삼각지,B,5,"120,865",2961,A,1
4,428,삼각지,B,6,"163,358",2837,A,1
4,428,삼각지,B,7,"409,870",2042,A,1
4,428,삼각지,B,40,"34,534",3254,A,1
4,428,삼각지,B,41,"19,315",3346,A,1
4,428,삼각지,B,42,"20,475",3339,A,1
4,428,삼각지,B,50,"16,175",3361,A,1
4,428,삼각지,B,54,"8,053",3394,A,1
4,428,삼각지,C,20,"194,446",2756,B,3
4,428,삼각지,C,21,"98,058",3026,B,3
4,428,삼각지,C,22,"110,335",2996,B,3
4,428,삼각지,C,23,"160,214",2847,B,3
4,428,삼각지,C,24,"271,511",2502,B,3
4,428,삼각지,C,52,"9,035",3390,B,3
4,428,삼각지,D,30,"182,030",2787,B,3
4,428,삼각지,D,31,"103,169",3017,B,3
4,428,삼각지,D,32,"125,694",2945,B,3
4,428,삼각지,D,33,"193,622",2762,B,3
4,428,삼각지,D,34,"115,818",2982,B,3
4,428,삼각지,D,53,"6,364",3398,B,3
4,429,신용산,A,10,"436,418",1964,A,5
4,429,신용산,A,11,"347,575",2233,A,5
4,429,신용산,A,12,"356,698",2207,A,5
4,429,신용산,A,13,"733,828",1179,A,5
4,429,신용산,A,14,"494,865",1789,A,5
4,429,신용산,A,51,"62,813",3134,A,5
4,429,신용산,B,1,"373,953",2150,A,5
4,429,신용산,B,2,"285,480",2456,A,5
4,429,신용산,B,3,"348,310",2231,A,5
4,429,신용산,B,4,"480,946",1822,A,5
4,429,신용산,B,5,"349,762",2228,A,5
4,429,신용산,B,6,"660,652",1347,A,5
4,429,신용산,B,50,"81,106",3077,A,5
4,429,신용산,C,20,"409,374",2045,B,2
4,429,신용산,C,21,"230,289",2645,B,2
4,429,신용산,C,22,"258,385",2551,B,2
4,429,신용산,C,23,"339,750",2261,B,2
4,429,신용산,C,24,"454,873",1909,B,2
4,429,신용산,C,25,"964,291",783,B,2
4,429,신용산,C,52,"33,576",3260,B,2
4,429,신용산,D,30,"456,478",1902,B,2
4,429,신용산,D,31,"276,994",2483,B,2
4,429,신용산,D,32,"295,592",2418,B,2
4,429,신용산,D,33,"298,585",2407,B,2
4,429,신용산,D,34,"689,422",1281,B,2
4,429,신용산,D,35,"513,319",1739,B,2
4,429,신용산,D,53,"35,410",3251,B,2
4,430,이촌,A,1,"298,898",2404,A,5
4,430,이촌,A,2,"363,752",2178,A,5
4,430,이촌,A,3,"468,847",1865,A,5
4,430,이촌,A,4,"374,161",2148,A,5
4,430,이촌,A,5,"266,540",2520,A,5
4,430,이촌,A,6,"209,935",2720,A,5
4,430,이촌,A,7,"194,308",2759,A,5
4,430,이촌,A,8,"391,752",2095,A,5
4,430,이촌,A,9,"394,294",2082,A,5
4,430,이촌,A,50,"38,306",3238,A,5
4,430,이촌,B,10,"46,753",3194,B,2
4,430,이촌,B,11,"437,095",1958,B,2
4,430,이촌,B,12,"554,568",1615,B,2
4,430,이촌,B,13,"591,483",1523,B,2
4,430,이촌,B,14,"560,422",1596,B,2
4,430,이촌,B,15,"452,690",1914,B,2
4,430,이촌,B,16,"677,882",1308,B,2
4,430,이촌,B,17,"672,709",1325,B,2
4,430,이촌,B,18,"501,536",1766,B,2
4,430,이촌,B,19,"117,761",2971,B,2
4,430,이촌,B,51,"59,899",3146,B,2
4,431,동작,A,1,"175,858",2810,A,1
4,431,동작,A,2,"211,995",2712,A,1
4,431,동작,A,3,"220,658",2673,A,1
4,431,동작,A,4,"314,227",2340,A,1
4,431,동작,A,5,"237,728",2618,A,1
4,431,동작,A,10,"426,848",1991,A,1
4,431,동작,A,11,"146,246",2883,A,1
4,431,동작,A,12,"76,569",3096,A,1
4,431,동작,A,13,"194,631",2754,A,1
4,431,동작,A,14,"370,766",2155,A,1
4,431,동작,A,50,"19,239",3348,A,1
4,431,동작,A,51,"25,686",3308,A,1
4,432,총신대입구,A,1,"1,193,964",521,A,14
4,432,총신대입구,A,2,"719,381",1209,A,14
4,432,총신대입구,A,3,"397,348",2076,A,14
4,432,총신대입구,A,4,"800,221",1057,A,14
4,432,총신대입구,A,5,"625,060",1436,A,14
4,432,총신대입구,A,6,"755,273",1144,A,14
4,432,총신대입구,A,7,"495,178",1783,A,14
4,432,총신대입구,A,8,"834,646",999,A,14
4,432,총신대입구,A,9,"1,165,160",553,A,14
4,432,총신대입구,A,50,"79,599",3081,A,14
4,432,총신대입구,B,10,"837,787",985,B,13
4,432,총신대입구,B,11,"754,642",1146,B,13
4,432,총신대입구,B,12,"852,519",966,B,13
4,432,총신대입구,B,13,"696,645",1259,B,13
4,432,총신대입구,B,14,"914,420",864,B,13
4,432,총신대입구,B,15,"1,147,580",564,B,13
4,432,총신대입구,B,16,"1,408,711",341,B,13
4,432,총신대입구,B,51,"62,018",3140,B,13
4,432,총신대입구,C,20,"718,050",1214,B,13
4,432,총신대입구,C,21,"505,604",1760,B,13
4,432,총신대입구,C,22,"557,474",1606,B,13
4,432,총신대입구,C,23,"701,106",1250,B,13
4,432,총신대입구,C,24,"814,744",1034,B,13
4,432,총신대입구,C,25,"491,915",1793,B,13
4,432,총신대입구,C,26,"294,549",2419,B,13
4,432,총신대입구,C,52,"43,615",3210,B,13
4,433,사당,A,1,"281,835",2467,A,"9, 11"
4,433,사당,A,2,"77,052",3094,A,"9, 11"
4,433,사당,A,3,"367,796",2167,A,"9, 11"
4,433,사당,A,4,"360,981",2190,A,"9, 11"
4,433,사당,A,5,"603,481",1491,A,"9, 11"
4,433,사당,A,6,"356,218",2208,A,"9, 11"
4,433,사당,A,7,"1,744,804",180,A,"9, 11"
4,433,사당,A,8,"954,775",798,A,"9, 11"
4,433,사당,A,9,"1,071,164",645,A,"9, 11"
4,433,사당,A,10,"2,138,459",83,A,"9, 11"
4,433,사당,A,50,"62,070",3138,A,"9, 11"
4,433,사당,B,20,"1,183,319",536,B,4
4,433,사당,B,21,"659,386",1350,B,4
4,433,사당,B,22,"307,066",2371,B,4
4,433,사당,B,23,"286,729",2448,B,4
4,433,사당,B,24,"615,957",1458,B,4
4,433,사당,B,25,"900,738",890,B,4
4,433,사당,B,26,"656,901",1354,B,4
4,433,사당,B,27,"854,067",965,B,4
4,433,사당,B,28,"1,507,413",288,B,4
4,433,사당,B,29,"1,875,849",133,B,4
4,433,사당,B,30,"1,897,911",129,B,4
4,433,사당,B,51,"21,392",3337,B,4
4,433,사당,C,40,"856,383",959,B,4
4,433,사당,C,41,"982,361",754,B,4
4,433,사당,C,42,"556,165",1612,B,4
4,433,사당,C,43,"1,438,475",325,B,4
4,433,사당,C,52,"9,591",3385,B,4
4,434,남태령,A,1,"11,965",3378,A,1
4,434,남태령,A,2,"42,609",3214,A,1
4,434,남태령,A,3,"114,042",2983,A,1
4,434,남태령,A,4,"216,416",2692,A,1
4,434,남태령,A,5,"109,929",2997,A,1
4,434,남태령,A,6,"161,071",2845,A,1
4,434,남태령,A,7,"205,320",2730,A,1
4,434,남태령,A,50,"12,072",3377,A,1
